id,sourceSheet,system,type,materialA,materialB,facet,supercell,strain,adsorbate,site,method,finalEnergy,finalEnergyValue,energyType,calculatedEnergy,relativeEnergy,formula,trend,conclusion,reference,notes,poscarFile
"Mn on Pt111-16","Mn on Pt111","MnO_4x4_on_Pt111_root27","Metal/oxide/hydroxide interface","MnO","Pt","Pt(111)","MnO_4x4_on_Pt111_root27","TBD","MnO on Pt","Interface / registry TBD","vdW-DF, FM, U=3.5","-523.919342 eV",-523.91934183,"Formation / interface energy TBD","","0.000000 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Mn on Pt111","Imported from Excel row 16; original path: Mn_on_Pt111/MnO_4x4_on_Pt111_root27/vdW-DF/FM/U3.5","poscars/MnO_4x4_on_Pt111_root27.POSCAR"
"Mn on Pt111-17","Mn on Pt111","MnOOH_root13_on_Pt111_4x4","Metal/oxide/hydroxide interface","MnOOH","Pt","Pt(111)","MnOOH_root13_on_Pt111_4x4","TBD","MnOOH on Pt","Interface / registry TBD","vdW-DF, AFM","-512.727718 eV",-512.72771819,"Formation / interface energy TBD","","0.000000 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Mn on Pt111","Imported from Excel row 17; original path: Mn_on_Pt111/MnOOH_root13_on_Pt111_4x4/vdW-DF/AFM/U0.0","poscars/MnOOH_root13_on_Pt111_4x4.POSCAR"
"Mn on Pt111-18","Mn on Pt111","MnOOH_root13_on_Pt111_4x4","Metal/oxide/hydroxide interface","MnOOH","Pt","Pt(111)","MnOOH_root13_on_Pt111_4x4","TBD","MnOOH on Pt","Interface / registry TBD","vdW-DF, FM","-512.167234 eV",-512.16723369,"Formation / interface energy TBD","","0.560485 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Mn on Pt111","Imported from Excel row 18; original path: Mn_on_Pt111/MnOOH_root13_on_Pt111_4x4/vdW-DF/FM/U0.0","poscars/MnOOH_root13_on_Pt111_4x4.POSCAR"
"Mn on Pt111-19","Mn on Pt111","MnO_4x4_on_Pt111_5x5","Metal/oxide/hydroxide interface","MnO","Pt","Pt(111)","MnO_4x4_on_Pt111_5x5","TBD","MnO on Pt","Interface / registry TBD","vdW-DF, FM, U=3.5","-503.995468 eV",-503.99546784,"Formation / interface energy TBD","","0.000000 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Mn on Pt111","Imported from Excel row 19; original path: Mn_on_Pt111/MnO_4x4_on_Pt111_5x5/vdW-DF/FM/U3.5","poscars/MnO_4x4_on_Pt111_5x5.POSCAR"
"Mn on Pt111-20","Mn on Pt111","MnOOH_root13_on_Pt111_4x4","Metal/oxide/hydroxide interface","MnOOH","Pt","Pt(111)","MnOOH_root13_on_Pt111_4x4","TBD","MnOOH on Pt","Interface / registry TBD","vdW-DF, FM, U=3.5","-492.675150 eV",-492.67514966,"Formation / interface energy TBD","","20.052569 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Mn on Pt111","Imported from Excel row 20; original path: Mn_on_Pt111/MnOOH_root13_on_Pt111_4x4/vdW-DF/FM/U3.5","poscars/MnOOH_root13_on_Pt111_4x4.POSCAR"
"Mn on Pt111-21","Mn on Pt111","MnOOH_root13_on_Pt111_4x4","Metal/oxide/hydroxide interface","MnOOH","Pt","Pt(111)","MnOOH_root13_on_Pt111_4x4","TBD","MnOOH on Pt","Interface / registry TBD","vdW-DF, AFM, U=3.5","-492.474981 eV",-492.47498113,"Formation / interface energy TBD","","20.252737 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Mn on Pt111","Imported from Excel row 21; original path: Mn_on_Pt111/MnOOH_root13_on_Pt111_4x4/vdW-DF/AFM/U3.5","poscars/MnOOH_root13_on_Pt111_4x4.POSCAR"
"Mn on Pt111-22","Mn on Pt111","MnOOH_root13_on_Pt111_4x4","Metal/oxide/hydroxide interface","MnOOH","Pt","Pt(111)","MnOOH_root13_on_Pt111_4x4","TBD","MnOOH on Pt","Interface / registry TBD","vdW-DF, FM, U=4","-490.669782 eV",-490.66978152,"Formation / interface energy TBD","","22.057937 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Mn on Pt111","Imported from Excel row 22; original path: Mn_on_Pt111/MnOOH_root13_on_Pt111_4x4/vdW-DF/FM/U4.0","poscars/MnOOH_root13_on_Pt111_4x4.POSCAR"
"Mn on Pt111-23","Mn on Pt111","MnOOH_root13_on_Pt111_4x4","Metal/oxide/hydroxide interface","MnOOH","Pt","Pt(111)","MnOOH_root13_on_Pt111_4x4","TBD","MnOOH on Pt","Interface / registry TBD","vdW-DF, AFM, U=4","-490.250432 eV",-490.25043211,"Formation / interface energy TBD","","22.477286 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Mn on Pt111","Imported from Excel row 23; original path: Mn_on_Pt111/MnOOH_root13_on_Pt111_4x4/vdW-DF/AFM/U4.0","poscars/MnOOH_root13_on_Pt111_4x4.POSCAR"
"Mn on Pt111-24","Mn on Pt111","MnO2_root13_on_Pt111_4x4","Metal/oxide/hydroxide interface","MnO2","Pt","Pt(111)","MnO2_root13_on_Pt111_4x4","TBD","MnO2 on Pt","Interface / registry TBD","vdW-DF, AFM","-460.605267 eV",-460.60526719,"Formation / interface energy TBD","","0.000000 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Mn on Pt111","Imported from Excel row 24; original path: Mn_on_Pt111/MnO2_root13_on_Pt111_4x4/vdW-DF/AFM/U0.0","poscars/MnO2_root13_on_Pt111_4x4.POSCAR"
"Mn on Pt111-25","Mn on Pt111","MnO2_root13_on_Pt111_4x4","Metal/oxide/hydroxide interface","MnO2","Pt","Pt(111)","MnO2_root13_on_Pt111_4x4","TBD","MnO2 on Pt","Interface / registry TBD","vdW-DF, FM","-460.405490 eV",-460.40549,"Formation / interface energy TBD","","0.199777 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Mn on Pt111","Imported from Excel row 25; original path: Mn_on_Pt111/MnO2_root13_on_Pt111_4x4/vdW-DF/FM/U0.0","poscars/MnO2_root13_on_Pt111_4x4.POSCAR"
"Mn on Pt111-26","Mn on Pt111","MnO2_root13_on_Pt111_4x4","Metal/oxide/hydroxide interface","MnO2","Pt","Pt(111)","MnO2_root13_on_Pt111_4x4","TBD","MnO2 on Pt","Interface / registry TBD","vdW-DF, FM, U=3.5","-434.738809 eV",-434.73880925,"Formation / interface energy TBD","","25.866458 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Mn on Pt111","Imported from Excel row 26; original path: Mn_on_Pt111/MnO2_root13_on_Pt111_4x4/vdW-DF/FM/U3.5","poscars/MnO2_root13_on_Pt111_4x4.POSCAR"
"Mn on Pt111-27","Mn on Pt111","MnO2_root13_on_Pt111_4x4","Metal/oxide/hydroxide interface","MnO2","Pt","Pt(111)","MnO2_root13_on_Pt111_4x4","TBD","MnO2 on Pt","Interface / registry TBD","vdW-DF, AFM, U=3.5","-434.003579 eV",-434.00357881,"Formation / interface energy TBD","","26.601688 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Mn on Pt111","Imported from Excel row 27; original path: Mn_on_Pt111/MnO2_root13_on_Pt111_4x4/vdW-DF/AFM/U3.5","poscars/MnO2_root13_on_Pt111_4x4.POSCAR"
"Mn on Pt111-28","Mn on Pt111","MnO2_root13_on_Pt111_4x4","Metal/oxide/hydroxide interface","MnO2","Pt","Pt(111)","MnO2_root13_on_Pt111_4x4","TBD","MnO2 on Pt","Interface / registry TBD","vdW-DF, FM, U=4","-431.561032 eV",-431.56103179,"Formation / interface energy TBD","","29.044235 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Mn on Pt111","Imported from Excel row 28; original path: Mn_on_Pt111/MnO2_root13_on_Pt111_4x4/vdW-DF/FM/U4.0","poscars/MnO2_root13_on_Pt111_4x4.POSCAR"
"Mn on Pt111-29","Mn on Pt111","MnO2_root13_on_Pt111_4x4","Metal/oxide/hydroxide interface","MnO2","Pt","Pt(111)","MnO2_root13_on_Pt111_4x4","TBD","MnO2 on Pt","Interface / registry TBD","vdW-DF, AFM, U=4","-430.728081 eV",-430.72808059,"Formation / interface energy TBD","","29.877187 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Mn on Pt111","Imported from Excel row 29; original path: Mn_on_Pt111/MnO2_root13_on_Pt111_4x4/vdW-DF/AFM/U4.0","poscars/MnO2_root13_on_Pt111_4x4.POSCAR"
"Mn on Pt111-30","Mn on Pt111","MnO2H2_3x3_on_Pt111_root13","Metal/oxide/hydroxide interface","MnO2H2","Pt","Pt(111)","MnO2H2_3x3_on_Pt111_root13","TBD","MnO2H2 on Pt","Interface / registry TBD","vdW-DF, FM","-412.226150 eV",-412.22614998,"Formation / interface energy TBD","","0.000000 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Mn on Pt111","Imported from Excel row 30; original path: Mn_on_Pt111/MnO2H2_3x3_on_Pt111_root13/vdW-DF/FM/U0.0","poscars/MnO2H2_3x3_on_Pt111_root13.POSCAR"
"Mn on Pt111-31","Mn on Pt111","MnO2H2_3x3_on_Pt111_root13","Metal/oxide/hydroxide interface","MnO2H2","Pt","Pt(111)","MnO2H2_3x3_on_Pt111_root13","TBD","MnO2H2 on Pt","Interface / registry TBD","vdW-DF, FM, U=3.5","-404.062920 eV",-404.06292035,"Formation / interface energy TBD","","8.163230 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Mn on Pt111","Imported from Excel row 31; original path: Mn_on_Pt111/MnO2H2_3x3_on_Pt111_root13/vdW-DF/FM/U3.5","poscars/MnO2H2_3x3_on_Pt111_root13.POSCAR"
"Mn on Pt111-32","Mn on Pt111","MnO2H2_3x3_on_Pt111_root13","Metal/oxide/hydroxide interface","MnO2H2","Pt","Pt(111)","MnO2H2_3x3_on_Pt111_root13","TBD","MnO2H2 on Pt","Interface / registry TBD","vdW-DF, FM, U=3.7","-403.675002 eV",-403.67500222,"Formation / interface energy TBD","","8.551148 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Mn on Pt111","Imported from Excel row 32; original path: Mn_on_Pt111/MnO2H2_3x3_on_Pt111_root13/vdW-DF/FM/U3.7","poscars/MnO2H2_3x3_on_Pt111_root13.POSCAR"
"Mn on Pt111-33","Mn on Pt111","MnO2_root12_on_Pt111_root13","Metal/oxide/hydroxide interface","MnO2","Pt","Pt(111)","MnO2_root12_on_Pt111_root13","TBD","MnO2 on Pt","Interface / registry TBD","vdW-DF, FM, U=3.5","-379.339410 eV",-379.33940983,"Formation / interface energy TBD","","0.000000 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Mn on Pt111","Imported from Excel row 33; original path: Mn_on_Pt111/MnO2_root12_on_Pt111_root13/vdW-DF/FM/U3.5","poscars/MnO2_root12_on_Pt111_root13.POSCAR"
"Mn on Pt111-34","Mn on Pt111","MnOOH_3x3_on_Pt111_root13","Metal/oxide/hydroxide interface","MnOOH","Pt","Pt(111)","MnOOH_3x3_on_Pt111_root13","TBD","MnOOH on Pt","Interface / registry TBD","vdW-DF, FM","-376.605358 eV",-376.60535849,"Formation / interface energy TBD","","0.000000 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Mn on Pt111","Imported from Excel row 34; original path: Mn_on_Pt111/MnOOH_3x3_on_Pt111_root13/vdW-DF/FM/U0.0","poscars/MnOOH_3x3_on_Pt111_root13.POSCAR"
"Mn on Pt111-35","Mn on Pt111","MnOOH_3x3_on_Pt111_root13","Metal/oxide/hydroxide interface","MnOOH","Pt","Pt(111)","MnOOH_3x3_on_Pt111_root13","TBD","MnOOH on Pt","Interface / registry TBD","vdW-DF, FM, U=3.5","-363.952927 eV",-363.95292699,"Formation / interface energy TBD","","12.652432 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Mn on Pt111","Imported from Excel row 35; original path: Mn_on_Pt111/MnOOH_3x3_on_Pt111_root13/vdW-DF/FM/U3.5","poscars/MnOOH_3x3_on_Pt111_root13.POSCAR"
"Mn on Pt111-36","Mn on Pt111","MnOOH_3x3_on_Pt111_root13","Metal/oxide/hydroxide interface","MnOOH","Pt","Pt(111)","MnOOH_3x3_on_Pt111_root13","TBD","MnOOH on Pt","Interface / registry TBD","vdW-DF, FM, U=3.7","-363.323691 eV",-363.32369133,"Formation / interface energy TBD","","13.281667 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Mn on Pt111","Imported from Excel row 36; original path: Mn_on_Pt111/MnOOH_3x3_on_Pt111_root13/vdW-DF/FM/U3.7","poscars/MnOOH_3x3_on_Pt111_root13.POSCAR"
"Mn on Pt111-37","Mn on Pt111","MnOOH_3x3_on_Pt111_root13","Metal/oxide/hydroxide interface","MnOOH","Pt","Pt(111)","MnOOH_3x3_on_Pt111_root13","TBD","MnOOH on Pt","Interface / registry TBD","vdW-DF, AFM, U=3.7","-363.177507 eV",-363.17750688,"Formation / interface energy TBD","","13.427852 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Mn on Pt111","Imported from Excel row 37; original path: Mn_on_Pt111/MnOOH_3x3_on_Pt111_root13/vdW-DF/AFM/U3.7","poscars/MnOOH_3x3_on_Pt111_root13.POSCAR"
"Mn on Pt111-38","Mn on Pt111","MnOH_3x3_on_Pt111_root13","Metal/oxide/hydroxide interface","MnOH","Pt","Pt(111)","MnOH_3x3_on_Pt111_root13","TBD","MnOH on Pt","Interface / registry TBD","vdW-DF, AFM","-321.091293 eV",-321.0912931,"Formation / interface energy TBD","","0.000000 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Mn on Pt111","Imported from Excel row 38; original path: Mn_on_Pt111/MnOH_3x3_on_Pt111_root13/vdW-DF/AFM/U0.0","poscars/MnOH_3x3_on_Pt111_root13.POSCAR"
"Mn on Pt111-39","Mn on Pt111","MnOH_3x3_on_Pt111_root13","Metal/oxide/hydroxide interface","MnOH","Pt","Pt(111)","MnOH_3x3_on_Pt111_root13","TBD","MnOH on Pt","Interface / registry TBD","vdW-DF, FM","-320.755541 eV",-320.75554088,"Formation / interface energy TBD","","0.335752 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Mn on Pt111","Imported from Excel row 39; original path: Mn_on_Pt111/MnOH_3x3_on_Pt111_root13/vdW-DF/FM/U0.0","poscars/MnOH_3x3_on_Pt111_root13.POSCAR"
"Mn on Pt111-40","Mn on Pt111","MnO2_3x3_on_Pt111_root13","Metal/oxide/hydroxide interface","MnO2","Pt","Pt(111)","MnO2_3x3_on_Pt111_root13","TBD","MnO2 on Pt","Interface / registry TBD","vdW-DF, FM, U=3.5","-320.047020 eV",-320.04701991,"Formation / interface energy TBD","","0.000000 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Mn on Pt111","Imported from Excel row 40; original path: Mn_on_Pt111/MnO2_3x3_on_Pt111_root13/vdW-DF/FM/U3.5","poscars/MnO2_3x3_on_Pt111_root13.POSCAR"
"Mn on Pt111-41","Mn on Pt111","MnOH_3x3_on_Pt111_root13","Metal/oxide/hydroxide interface","MnOH","Pt","Pt(111)","MnOH_3x3_on_Pt111_root13","TBD","MnOH on Pt","Interface / registry TBD","vdW-DF, AFM, U=3","-312.316940 eV",-312.31693981,"Formation / interface energy TBD","","8.774353 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Mn on Pt111","Imported from Excel row 41; original path: Mn_on_Pt111/MnOH_3x3_on_Pt111_root13/vdW-DF/AFM/U3.0","poscars/MnOH_3x3_on_Pt111_root13.POSCAR"
"Mn on Pt111-42","Mn on Pt111","MnOH_3x3_on_Pt111_root13","Metal/oxide/hydroxide interface","MnOH","Pt","Pt(111)","MnOH_3x3_on_Pt111_root13","TBD","MnOH on Pt","Interface / registry TBD","vdW-DF, AFM, U=3.5","-311.149280 eV",-311.14927963,"Formation / interface energy TBD","","9.942013 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Mn on Pt111","Imported from Excel row 42; original path: Mn_on_Pt111/MnOH_3x3_on_Pt111_root13/vdW-DF/AFM/U3.5","poscars/MnOH_3x3_on_Pt111_root13.POSCAR"
"Mn on Pt111-43","Mn on Pt111","MnOH_3x3_on_Pt111_root13","Metal/oxide/hydroxide interface","MnOH","Pt","Pt(111)","MnOH_3x3_on_Pt111_root13","TBD","MnOH on Pt","Interface / registry TBD","vdW-DF, FM, U=3.5","-310.992934 eV",-310.99293412,"Formation / interface energy TBD","","10.098359 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Mn on Pt111","Imported from Excel row 43; original path: Mn_on_Pt111/MnOH_3x3_on_Pt111_root13/vdW-DF/FM/U3.5","poscars/MnOH_3x3_on_Pt111_root13.POSCAR"
"Mn on Pt111-44","Mn on Pt111","MnOH_3x3_on_Pt111_root13","Metal/oxide/hydroxide interface","MnOH","Pt","Pt(111)","MnOH_3x3_on_Pt111_root13","TBD","MnOH on Pt","Interface / registry TBD","vdW-DF, AFM, U=3.7","-310.702017 eV",-310.70201711,"Formation / interface energy TBD","","10.389276 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Mn on Pt111","Imported from Excel row 44; original path: Mn_on_Pt111/MnOH_3x3_on_Pt111_root13/vdW-DF/AFM/U3.7","poscars/MnOH_3x3_on_Pt111_root13.POSCAR"
"Mn on Pt111-45","Mn on Pt111","MnOH_3x3_on_Pt111_root13","Metal/oxide/hydroxide interface","MnOH","Pt","Pt(111)","MnOH_3x3_on_Pt111_root13","TBD","MnOH on Pt","Interface / registry TBD","vdW-DF, FM, U=3.7","-310.550542 eV",-310.55054227,"Formation / interface energy TBD","","10.540751 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Mn on Pt111","Imported from Excel row 45; original path: Mn_on_Pt111/MnOH_3x3_on_Pt111_root13/vdW-DF/FM/U3.7","poscars/MnOH_3x3_on_Pt111_root13.POSCAR"
